Make,Model,Year,Engine Fuel Type,Transmission Type,MSRP
Cadillac,DeVille,2005,regular unleaded,AUTOMATIC,46430
Cadillac,DeVille,2005,regular unleaded,AUTOMATIC,46045
Cadillac,DeVille,2005,regular unleaded,AUTOMATIC,51600
Lamborghini,Diablo,2001,premium unleaded (required),MANUAL,294900
Mitsubishi,Diamante,2002,premium unleaded (required),AUTOMATIC,28447
Mitsubishi,Diamante,2002,premium unleaded (required),AUTOMATIC,26997
Mitsubishi,Diamante,2002,premium unleaded (required),AUTOMATIC,25687
Mitsubishi,Diamante,2003,premium unleaded (required),AUTOMATIC,25997
Mitsubishi,Diamante,2003,premium unleaded (required),AUTOMATIC,28447
Mitsubishi,Diamante,2003,premium unleaded (required),AUTOMATIC,27097
Mitsubishi,Diamante,2004,premium unleaded (required),AUTOMATIC,24999
Mitsubishi,Diamante,2004,premium unleaded (required),AUTOMATIC,26819
Mitsubishi,Diamante,2004,premium unleaded (required),AUTOMATIC,27619
Land Rover,Discovery Series II,2000,regular unleaded,AUTOMATIC,2561
Land Rover,Discovery Series II,2001,premium unleaded (required),AUTOMATIC,36350
Land Rover,Discovery Series II,2001,premium unleaded (required),AUTOMATIC,33350
Land Rover,Discovery Series II,2001,premium unleaded (required),AUTOMATIC,34350
Land Rover,Discovery Series II,2002,premium unleaded (required),AUTOMATIC,33350
Land Rover,Discovery Series II,2002,premium unleaded (required),AUTOMATIC,37150
Land Rover,Discovery Sport,2015,premium unleaded (recommended),AUTOMATIC,37070
Land Rover,Discovery Sport,2015,premium unleaded (recommended),AUTOMATIC,45570
Land Rover,Discovery Sport,2015,premium unleaded (recommended),AUTOMATIC,41570
Land Rover,Discovery Sport,2016,premium unleaded (recommended),AUTOMATIC,41955
Land Rover,Discovery Sport,2016,premium unleaded (recommended),AUTOMATIC,45955
Land Rover,Discovery Sport,2016,premium unleaded (recommended),AUTOMATIC,37455
Land Rover,Discovery Sport,2017,premium unleaded (recommended),AUTOMATIC,46595
Land Rover,Discovery Sport,2017,premium unleaded (recommended),AUTOMATIC,42195
Land Rover,Discovery Sport,2017,premium unleaded (recommended),AUTOMATIC,37695
Land Rover,Discovery,2003,premium unleaded (required),AUTOMATIC,34350
Land Rover,Discovery,2003,premium unleaded (required),AUTOMATIC,40350
Land Rover,Discovery,2003,premium unleaded (required),AUTOMATIC,38350
Land Rover,Discovery,2004,premium unleaded (required),AUTOMATIC,38685
Land Rover,Discovery,2004,premium unleaded (required),AUTOMATIC,40685
Land Rover,Discovery,2004,premium unleaded (required),AUTOMATIC,34330
Cadillac,DTS,2009,regular unleaded,AUTOMATIC,51460
Cadillac,DTS,2009,regular unleaded,AUTOMATIC,46280
Cadillac,DTS,2009,regular unleaded,AUTOMATIC,49730
Cadillac,DTS,2009,regular unleaded,AUTOMATIC,54230
Cadillac,DTS,2009,regular unleaded,AUTOMATIC,49230
Cadillac,DTS,2009,regular unleaded,AUTOMATIC,47625
Cadillac,DTS,2010,premium unleaded (recommended),AUTOMATIC,46280
Cadillac,DTS,2010,premium unleaded (recommended),AUTOMATIC,51525
Cadillac,DTS,2010,premium unleaded (recommended),AUTOMATIC,54425
Cadillac,DTS,2010,premium unleaded (recommended),AUTOMATIC,59475
Cadillac,DTS,2011,premium unleaded (recommended),AUTOMATIC,59875
Cadillac,DTS,2011,premium unleaded (recommended),AUTOMATIC,51925
Cadillac,DTS,2011,premium unleaded (recommended),AUTOMATIC,54825
Cadillac,DTS,2011,premium unleaded (recommended),AUTOMATIC,46680
Dodge,Durango,2015,regular unleaded,AUTOMATIC,36895
Dodge,Durango,2015,premium unleaded (recommended),AUTOMATIC,42495
Dodge,Durango,2015,regular unleaded,AUTOMATIC,39495
Dodge,Durango,2015,regular unleaded,AUTOMATIC,40995
Dodge,Durango,2015,regular unleaded,AUTOMATIC,33095
Dodge,Durango,2015,regular unleaded,AUTOMATIC,43595
Dodge,Durango,2015,premium unleaded (recommended),AUTOMATIC,39995
Dodge,Durango,2015,regular unleaded,AUTOMATIC,30495
Dodge,Durango,2016,premium unleaded (recommended),AUTOMATIC,41995
Dodge,Durango,2016,regular unleaded,AUTOMATIC,39595
Dodge,Durango,2016,regular unleaded,AUTOMATIC,30495
Dodge,Durango,2016,regular unleaded,AUTOMATIC,43895
Dodge,Durango,2016,regular unleaded,AUTOMATIC,33095
Dodge,Durango,2016,premium unleaded (recommended),AUTOMATIC,44595
Dodge,Durango,2016,regular unleaded,AUTOMATIC,42390
Dodge,Durango,2016,regular unleaded,AUTOMATIC,36995
Dodge,Durango,2016,regular unleaded,AUTOMATIC,41295
Dodge,Durango,2016,regular unleaded,AUTOMATIC,44990
Dodge,Durango,2017,regular unleaded,AUTOMATIC,37495
Dodge,Durango,2017,regular unleaded,AUTOMATIC,42490
Dodge,Durango,2017,regular unleaded,AUTOMATIC,40095
Dodge,Durango,2017,premium unleaded (recommended),AUTOMATIC,42095
Dodge,Durango,2017,regular unleaded,AUTOMATIC,29995
Dodge,Durango,2017,premium unleaded (recommended),AUTOMATIC,44695
Dodge,Durango,2017,regular unleaded,AUTOMATIC,41395
Dodge,Durango,2017,regular unleaded,AUTOMATIC,43995
Dodge,Durango,2017,regular unleaded,AUTOMATIC,45090
Dodge,Durango,2017,regular unleaded,AUTOMATIC,32595
Dodge,Dynasty,1991,regular unleaded,AUTOMATIC,2000
Dodge,Dynasty,1991,regular unleaded,AUTOMATIC,2000
Dodge,Dynasty,1992,regular unleaded,AUTOMATIC,2000
Dodge,Dynasty,1992,regular unleaded,AUTOMATIC,2000
Dodge,Dynasty,1993,regular unleaded,AUTOMATIC,2000
Dodge,Dynasty,1993,regular unleaded,AUTOMATIC,2000
Ford,E-150,1996,regular unleaded,AUTOMATIC,2000
Ford,E-150,1996,regular unleaded,AUTOMATIC,2000
Ford,E-150,1996,regular unleaded,AUTOMATIC,2000
Ford,E-150,1996,regular unleaded,AUTOMATIC,2000
Ford,E-150,1996,regular unleaded,AUTOMATIC,2000
Ford,E-150,1997,regular unleaded,AUTOMATIC,2000
Ford,E-150,1997,regular unleaded,AUTOMATIC,2123
Ford,E-150,1997,regular unleaded,AUTOMATIC,2074
Ford,E-150,1997,regular unleaded,AUTOMATIC,2000
Ford,E-150,1998,regular unleaded,AUTOMATIC,2301
Ford,E-150,1998,regular unleaded,AUTOMATIC,2079
Ford,E-150,1998,regular unleaded,AUTOMATIC,2256
Ford,E-150,1998,regular unleaded,AUTOMATIC,2169
Ford,E-250,1996,regular unleaded,AUTOMATIC,2000
Ford,E-250,1996,regular unleaded,AUTOMATIC,2000
Ford,E-250,1996,regular unleaded,AUTOMATIC,2000
Ford,E-250,1996,regular unleaded,AUTOMATIC,2000
Ford,E-250,1997,regular unleaded,AUTOMATIC,2000
Ford,E-250,1997,regular unleaded,AUTOMATIC,2000
Ford,E-250,1997,regular unleaded,AUTOMATIC,2000
Ford,E-250,1997,regular unleaded,AUTOMATIC,2000
Ford,E-250,1998,regular unleaded,AUTOMATIC,2080
Ford,E-250,1998,regular unleaded,AUTOMATIC,2107
Mercedes-Benz,E-Class,2015,premium unleaded (required),AUTOMATIC,55850
Mercedes-Benz,E-Class,2015,premium unleaded (required),AUTOMATIC,93600
Mercedes-Benz,E-Class,2015,premium unleaded (required),AUTOMATIC,53350
Mercedes-Benz,E-Class,2015,premium unleaded (required),AUTOMATIC,57100
Mercedes-Benz,E-Class,2015,premium unleaded (required),AUTOMATIC,54800
Mercedes-Benz,E-Class,2015,premium unleaded (required),AUTOMATIC,59000
Mercedes-Benz,E-Class,2015,diesel,AUTOMATIC,54300
Mercedes-Benz,E-Class,2015,premium unleaded (required),AUTOMATIC,67750
Mercedes-Benz,E-Class,2015,premium unleaded (required),AUTOMATIC,52300
Mercedes-Benz,E-Class,2015,premium unleaded (required),AUTOMATIC,100600
Mercedes-Benz,E-Class,2015,premium unleaded (required),AUTOMATIC,103200
Mercedes-Benz,E-Class,2015,premium unleaded (required),AUTOMATIC,52300
Mercedes-Benz,E-Class,2015,premium unleaded (required),AUTOMATIC,64850
Mercedes-Benz,E-Class,2015,diesel,AUTOMATIC,54300
Mercedes-Benz,E-Class,2015,premium unleaded (required),AUTOMATIC,59400
Mercedes-Benz,E-Class,2015,premium unleaded (required),AUTOMATIC,61350
Mercedes-Benz,E-Class,2015,diesel,AUTOMATIC,51800
Mercedes-Benz,E-Class,2015,premium unleaded (required),AUTOMATIC,59000
Mercedes-Benz,E-Class,2015,premium unleaded (required),AUTOMATIC,54800
Mercedes-Benz,E-Class,2015,diesel,AUTOMATIC,51800
Mercedes-Benz,E-Class,2015,premium unleaded (required),AUTOMATIC,62350
Mercedes-Benz,E-Class,2016,premium unleaded (required),AUTOMATIC,63100
Mercedes-Benz,E-Class,2016,premium unleaded (required),AUTOMATIC,59900
Mercedes-Benz,E-Class,2016,premium unleaded (required),AUTOMATIC,59900
Mercedes-Benz,E-Class,2016,diesel,AUTOMATIC,55150
Mercedes-Benz,E-Class,2016,premium unleaded (required),AUTOMATIC,53100
Mercedes-Benz,E-Class,2016,premium unleaded (required),AUTOMATIC,65600
Mercedes-Benz,E-Class,2016,premium unleaded (required),AUTOMATIC,101700
Mercedes-Benz,E-Class,2016,premium unleaded (required),AUTOMATIC,53100
Mercedes-Benz,E-Class,2016,premium unleaded (required),AUTOMATIC,55600
Mercedes-Benz,E-Class,2016,premium unleaded (required),AUTOMATIC,54200
Mercedes-Benz,E-Class,2016,premium unleaded (required),AUTOMATIC,60300
Mercedes-Benz,E-Class,2016,premium unleaded (required),AUTOMATIC,62250
Mercedes-Benz,E-Class,2016,diesel,AUTOMATIC,55150
Mercedes-Benz,E-Class,2016,premium unleaded (required),AUTOMATIC,55600
Mercedes-Benz,E-Class,2016,premium unleaded (required),AUTOMATIC,68700
Mercedes-Benz,E-Class,2016,premium unleaded (required),AUTOMATIC,104300
Mercedes-Benz,E-Class,2016,diesel,AUTOMATIC,52650
Mercedes-Benz,E-Class,2016,diesel,AUTOMATIC,52650
Mercedes-Benz,E-Class,2016,premium unleaded (required),AUTOMATIC,56700
Mercedes-Benz,E-Class,2017,premium unleaded (required),AUTOMATIC,62600
Mercedes-Benz,E-Class,2017,premium unleaded (required),AUTOMATIC,54650
Mercedes-Benz,E-Class,2017,premium unleaded (required),AUTOMATIC,54650
Mercedes-Benz,E-Class,2017,premium unleaded (required),AUTOMATIC,57050
Mercedes-Benz,E-Class,2017,premium unleaded (required),AUTOMATIC,52150
Mercedes-Benz,E-Class,2017,premium unleaded (required),AUTOMATIC,52150
Mercedes-Benz,E-Class,2017,premium unleaded (required),AUTOMATIC,54550
Mercedes-Benz,E-Class,2017,premium unleaded (required),AUTOMATIC,60650
Mercedes-Benz,E-Class,2017,premium unleaded (required),AUTOMATIC,69100
Volkswagen,e-Golf,2015,electric,DIRECT_DRIVE,33450
Volkswagen,e-Golf,2015,electric,DIRECT_DRIVE,35445
Volkswagen,e-Golf,2016,electric,DIRECT_DRIVE,28995
Volkswagen,e-Golf,2016,electric,DIRECT_DRIVE,35595
Ford,E-Series Van,2012,flex-fuel (unleaded/E85),AUTOMATIC,31460
Ford,E-Series Van,2012,flex-fuel (unleaded/E85),AUTOMATIC,26630
Ford,E-Series Van,2012,flex-fuel (unleaded/E85),AUTOMATIC,27630
Ford,E-Series Van,2012,flex-fuel (unleaded/E85),AUTOMATIC,28985
Ford,E-Series Van,2012,flex-fuel (unleaded/E85),AUTOMATIC,27840
Ford,E-Series Van,2012,flex-fuel (unleaded/E85),AUTOMATIC,30560
Ford,E-Series Van,2013,flex-fuel (unleaded/E85),AUTOMATIC,27325
Ford,E-Series Van,2013,flex-fuel (unleaded/E85),AUTOMATIC,31485
Ford,E-Series Van,2013,flex-fuel (unleaded/E85),AUTOMATIC,30145
Ford,E-Series Van,2013,flex-fuel (unleaded/E85),AUTOMATIC,28785
Ford,E-Series Van,2013,flex-fuel (unleaded/E85),AUTOMATIC,28540
Ford,E-Series Van,2013,flex-fuel (unleaded/E85),AUTOMATIC,32385
Ford,E-Series Van,2014,flex-fuel (unleaded/E85),AUTOMATIC,28600
Ford,E-Series Van,2014,flex-fuel (unleaded/E85),AUTOMATIC,32760
Ford,E-Series Van,2014,flex-fuel (unleaded/E85),AUTOMATIC,30060
Ford,E-Series Van,2014,flex-fuel (unleaded/E85),AUTOMATIC,31420
Ford,E-Series Van,2014,flex-fuel (unleaded/E85),AUTOMATIC,33660
Ford,E-Series Van,2014,flex-fuel (unleaded/E85),AUTOMATIC,29815
Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),AUTOMATIC,28760
Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),AUTOMATIC,34320
Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),AUTOMATIC,35620
Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),AUTOMATIC,34160
Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),AUTOMATIC,31200
Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),AUTOMATIC,31855
Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),AUTOMATIC,35245
Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),AUTOMATIC,36545
Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),AUTOMATIC,32785
Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),AUTOMATIC,35085
Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),AUTOMATIC,29455
Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),AUTOMATIC,31900
Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),AUTOMATIC,32675
Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),AUTOMATIC,37320
Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),AUTOMATIC,36020
Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),AUTOMATIC,35860
Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),AUTOMATIC,33560
Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),AUTOMATIC,30230
Mercedes-Benz,E55 AMG,1999,regular unleaded,AUTOMATIC,5878
Mercedes-Benz,E55 AMG,2000,regular unleaded,AUTOMATIC,6120
Toyota,ECHO,2003,regular unleaded,MANUAL,10775
Toyota,ECHO,2003,regular unleaded,AUTOMATIC,11575
Toyota,ECHO,2003,regular unleaded,MANUAL,10245
Toyota,ECHO,2003,regular unleaded,AUTOMATIC,11045
Toyota,ECHO,2004,regular unleaded,MANUAL,10885
Toyota,ECHO,2004,regular unleaded,AUTOMATIC,11685
Toyota,ECHO,2004,regular unleaded,AUTOMATIC,11155
Toyota,ECHO,2004,regular unleaded,MANUAL,10355
Toyota,ECHO,2005,regular unleaded,MANUAL,10985
Toyota,ECHO,2005,regular unleaded,AUTOMATIC,11255
Toyota,ECHO,2005,regular unleaded,AUTOMATIC,11785
Toyota,ECHO,2005,regular unleaded,MANUAL,10455
Mitsubishi,Eclipse Spyder,2010,regular unleaded,AUTOMATIC,27799
Mitsubishi,Eclipse Spyder,2010,premium unleaded (recommended),AUTOMATIC,32599
Mitsubishi,Eclipse Spyder,2011,premium unleaded (recommended),AUTOMATIC,32599
Mitsubishi,Eclipse Spyder,2011,regular unleaded,AUTOMATIC,27999
Mitsubishi,Eclipse Spyder,2012,regular unleaded,AUTOMATIC,28299
Mitsubishi,Eclipse Spyder,2012,premium unleaded (recommended),AUTOMATIC,32599
Mitsubishi,Eclipse Spyder,2012,regular unleaded,AUTOMATIC,27999
Mitsubishi,Eclipse,2010,regular unleaded,AUTOMATIC,24699
Mitsubishi,Eclipse,2010,regular unleaded,MANUAL,20699
Mitsubishi,Eclipse,2010,premium unleaded (recommended),AUTOMATIC,29089
Mitsubishi,Eclipse,2010,regular unleaded,AUTOMATIC,21699
Mitsubishi,Eclipse,2010,premium unleaded (recommended),MANUAL,28089
Mitsubishi,Eclipse,2011,regular unleaded,AUTOMATIC,24699
Mitsubishi,Eclipse,2011,regular unleaded,AUTOMATIC,19999
Mitsubishi,Eclipse,2011,regular unleaded,MANUAL,18999
Mitsubishi,Eclipse,2011,premium unleaded (recommended),AUTOMATIC,29089
Mitsubishi,Eclipse,2012,regular unleaded,MANUAL,19499
Mitsubishi,Eclipse,2012,regular unleaded,AUTOMATIC,20499
Mitsubishi,Eclipse,2012,regular unleaded,AUTOMATIC,24699
Mitsubishi,Eclipse,2012,premium unleaded (recommended),AUTOMATIC,29089
Mitsubishi,Eclipse,2012,regular unleaded,AUTOMATIC,24699
Ford,Edge,2015,premium unleaded (recommended),AUTOMATIC,30095
Ford,Edge,2015,premium unleaded (recommended),AUTOMATIC,33495
Ford,Edge,2015,premium unleaded (recommended),AUTOMATIC,28100
Ford,Edge,2015,premium unleaded (recommended),AUTOMATIC,31500
Ford,Edge,2015,regular unleaded,AUTOMATIC,40095
Ford,Edge,2015,regular unleaded,AUTOMATIC,38100
Ford,Edge,2015,premium unleaded (recommended),AUTOMATIC,37595
Ford,Edge,2015,premium unleaded (recommended),AUTOMATIC,35600
Ford,Edge,2016,premium unleaded (recommended),AUTOMATIC,28700
Ford,Edge,2016,premium unleaded (recommended),AUTOMATIC,30695
Ford,Edge,2016,premium unleaded (recommended),AUTOMATIC,31790
Ford,Edge,2016,premium unleaded (recommended),AUTOMATIC,37595
Ford,Edge,2016,regular unleaded,AUTOMATIC,40900
Ford,Edge,2016,premium unleaded (recommended),AUTOMATIC,33785
Ford,Edge,2016,premium unleaded (recommended),AUTOMATIC,35600
Ford,Edge,2017,premium unleaded (recommended),AUTOMATIC,28950
Ford,Edge,2017,premium unleaded (recommended),AUTOMATIC,37595
Ford,Edge,2017,regular unleaded,AUTOMATIC,40900
Ford,Edge,2017,premium unleaded (recommended),AUTOMATIC,30945
Ford,Edge,2017,premium unleaded (recommended),AUTOMATIC,33785
Ford,Edge,2017,premium unleaded (recommended),AUTOMATIC,31790
Ford,Edge,2017,premium unleaded (recommended),AUTOMATIC,35600
Oldsmobile,Eighty-Eight Royale,1993,regular unleaded,AUTOMATIC,2000
Oldsmobile,Eighty-Eight Royale,1993,regular unleaded,AUTOMATIC,2000
Oldsmobile,Eighty-Eight Royale,1994,regular unleaded,AUTOMATIC,2000
Oldsmobile,Eighty-Eight Royale,1994,regular unleaded,AUTOMATIC,2000
Oldsmobile,Eighty-Eight Royale,1994,regular unleaded,AUTOMATIC,2000
Oldsmobile,Eighty-Eight Royale,1994,regular unleaded,AUTOMATIC,2000
Oldsmobile,Eighty-Eight Royale,1995,regular unleaded,AUTOMATIC,2000
Oldsmobile,Eighty-Eight Royale,1995,regular unleaded,AUTOMATIC,2000
Oldsmobile,Eighty-Eight Royale,1995,regular unleaded,AUTOMATIC,2000
Oldsmobile,Eighty-Eight Royale,1995,regular unleaded,AUTOMATIC,2000
Oldsmobile,Eighty-Eight,1997,regular unleaded,AUTOMATIC,2000
Oldsmobile,Eighty-Eight,1997,regular unleaded,AUTOMATIC,2000
Oldsmobile,Eighty-Eight,1998,regular unleaded,AUTOMATIC,2000
Oldsmobile,Eighty-Eight,1998,regular unleaded,AUTOMATIC,2098
Oldsmobile,Eighty-Eight,1999,regular unleaded,AUTOMATIC,2210
Oldsmobile,Eighty-Eight,1999,regular unleaded,AUTOMATIC,2107
Oldsmobile,Eighty-Eight,1999,regular unleaded,AUTOMATIC,2320
Hyundai,Elantra Coupe,2013,regular unleaded,AUTOMATIC,18595
Hyundai,Elantra Coupe,2013,regular unleaded,AUTOMATIC,18595
Hyundai,Elantra Coupe,2013,regular unleaded,MANUAL,19895
Hyundai,Elantra Coupe,2013,regular unleaded,AUTOMATIC,20895
Hyundai,Elantra Coupe,2013,regular unleaded,AUTOMATIC,20895
Hyundai,Elantra Coupe,2013,regular unleaded,MANUAL,17595
Hyundai,Elantra Coupe,2014,regular unleaded,AUTOMATIC,19600
Hyundai,Elantra Coupe,2014,regular unleaded,AUTOMATIC,19600
Hyundai,Elantra GT,2015,regular unleaded,AUTOMATIC,19800
Hyundai,Elantra GT,2015,regular unleaded,MANUAL,18800
Hyundai,Elantra GT,2016,regular unleaded,MANUAL,18800
Hyundai,Elantra GT,2016,regular unleaded,AUTOMATIC,19800
Hyundai,Elantra GT,2017,regular unleaded,MANUAL,18800
Hyundai,Elantra GT,2017,regular unleaded,AUTOMATIC,19800
Hyundai,Elantra Touring,2010,regular unleaded,AUTOMATIC,17195
Hyundai,Elantra Touring,2010,regular unleaded,AUTOMATIC,19795
Hyundai,Elantra Touring,2010,regular unleaded,MANUAL,15995
Hyundai,Elantra Touring,2010,regular unleaded,MANUAL,18995
Hyundai,Elantra Touring,2011,regular unleaded,MANUAL,15995
Hyundai,Elantra Touring,2011,regular unleaded,MANUAL,19495
Hyundai,Elantra Touring,2011,regular unleaded,AUTOMATIC,17195
Hyundai,Elantra Touring,2011,regular unleaded,AUTOMATIC,20295
Hyundai,Elantra Touring,2012,regular unleaded,AUTOMATIC,17195
Hyundai,Elantra Touring,2012,regular unleaded,MANUAL,15995
Hyundai,Elantra Touring,2012,regular unleaded,MANUAL,19495
Hyundai,Elantra Touring,2012,regular unleaded,AUTOMATIC,20295
Hyundai,Elantra,2015,regular unleaded,AUTOMATIC,22600
Hyundai,Elantra,2015,regular unleaded,AUTOMATIC,21700
Hyundai,Elantra,2015,regular unleaded,AUTOMATIC,18250
Hyundai,Elantra,2015,regular unleaded,MANUAL,17250
Hyundai,Elantra,2015,regular unleaded,AUTOMATIC,22600
Hyundai,Elantra,2015,regular unleaded,MANUAL,21600
Hyundai,Elantra,2015,regular unleaded,AUTOMATIC,21700
Hyundai,Elantra,2016,regular unleaded,AUTOMATIC,21250
Hyundai,Elantra,2016,regular unleaded,AUTOMATIC,18250
Hyundai,Elantra,2016,regular unleaded,AUTOMATIC,21250
Hyundai,Elantra,2016,regular unleaded,AUTOMATIC,21700
Hyundai,Elantra,2016,regular unleaded,MANUAL,20250
Hyundai,Elantra,2016,regular unleaded,MANUAL,17250
Hyundai,Elantra,2016,regular unleaded,AUTOMATIC,21700
Hyundai,Elantra,2016,regular unleaded,AUTOMATIC,19700
Hyundai,Elantra,2017,regular unleaded,AUTOMATIC,18150
Hyundai,Elantra,2017,regular unleaded,AUTOMATIC,22350
Hyundai,Elantra,2017,regular unleaded,AUTOMATIC,18150
Hyundai,Elantra,2017,regular unleaded,AUTOMATED_MANUAL,20650
Hyundai,Elantra,2017,regular unleaded,MANUAL,17150
Hyundai,Elantra,2017,regular unleaded,AUTOMATIC,22350
Hyundai,Elantra,2017,regular unleaded,AUTOMATED_MANUAL,22750
Hyundai,Elantra,2017,regular unleaded,MANUAL,21650
Hyundai,Elantra,2017,regular unleaded,AUTOMATIC,20250
Cadillac,Eldorado,2000,regular unleaded,AUTOMATIC,2905
Cadillac,Eldorado,2000,regular unleaded,AUTOMATIC,3257
Cadillac,Eldorado,2001,regular unleaded,AUTOMATIC,44011
Cadillac,Eldorado,2001,regular unleaded,AUTOMATIC,40436
Cadillac,Eldorado,2002,regular unleaded,AUTOMATIC,47660
Cadillac,Eldorado,2002,regular unleaded,AUTOMATIC,45265
Cadillac,Eldorado,2002,regular unleaded,AUTOMATIC,42130
Buick,Electra,1990,regular unleaded,AUTOMATIC,2000
Buick,Electra,1990,regular unleaded,AUTOMATIC,2000
Buick,Electra,1990,regular unleaded,AUTOMATIC,2000
Buick,Electra,1990,regular unleaded,AUTOMATIC,2000
Honda,Element,2009,regular unleaded,MANUAL,22785
Honda,Element,2009,regular unleaded,AUTOMATIC,25770
Honda,Element,2009,regular unleaded,MANUAL,23270
Honda,Element,2009,regular unleaded,AUTOMATIC,23585
Honda,Element,2009,regular unleaded,AUTOMATIC,20275
Honda,Element,2009,regular unleaded,AUTOMATIC,24085
Honda,Element,2009,regular unleaded,AUTOMATIC,25285
Honda,Element,2009,regular unleaded,AUTOMATIC,21475
Honda,Element,2009,regular unleaded,AUTOMATIC,24070
Honda,Element,2009,regular unleaded,AUTOMATIC,22385
Honda,Element,2010,regular unleaded,AUTOMATIC,23885
Honda,Element,2010,regular unleaded,AUTOMATIC,22635
Honda,Element,2010,regular unleaded,AUTOMATIC,24335
Honda,Element,2010,regular unleaded,AUTOMATIC,25585
Honda,Element,2010,regular unleaded,AUTOMATIC,20525
Honda,Element,2010,regular unleaded,AUTOMATIC,21775
Honda,Element,2010,regular unleaded,AUTOMATIC,24320
Honda,Element,2011,regular unleaded,AUTOMATIC,24185
Honda,Element,2011,regular unleaded,AUTOMATIC,22075
Honda,Element,2011,regular unleaded,AUTOMATIC,20825
Honda,Element,2011,regular unleaded,AUTOMATIC,22935
Lotus,Elise,2009,premium unleaded (required),MANUAL,43995
Lotus,Elise,2009,premium unleaded (required),MANUAL,54990
Lotus,Elise,2009,premium unleaded (required),MANUAL,47250
Lotus,Elise,2010,premium unleaded (required),MANUAL,47250
Lotus,Elise,2010,premium unleaded (required),MANUAL,54990
Lotus,Elise,2011,premium unleaded (required),MANUAL,51845
Lotus,Elise,2011,premium unleaded (required),MANUAL,54990
Lotus,Elise,2011,premium unleaded (required),MANUAL,57950
Buick,Enclave,2015,regular unleaded,AUTOMATIC,49305
Buick,Enclave,2015,regular unleaded,AUTOMATIC,39050
Buick,Enclave,2015,regular unleaded,AUTOMATIC,43450
Buick,Enclave,2015,regular unleaded,AUTOMATIC,45450
Buick,Enclave,2015,regular unleaded,AUTOMATIC,47305
Buick,Enclave,2016,regular unleaded,AUTOMATIC,43660
Buick,Enclave,2016,regular unleaded,AUTOMATIC,49515
Buick,Enclave,2016,regular unleaded,AUTOMATIC,39065
Buick,Enclave,2016,regular unleaded,AUTOMATIC,47515
Buick,Enclave,2016,regular unleaded,AUTOMATIC,45660
Buick,Enclave,2017,regular unleaded,AUTOMATIC,39065
Buick,Enclave,2017,regular unleaded,AUTOMATIC,45765
Buick,Enclave,2017,regular unleaded,AUTOMATIC,47625
Buick,Enclave,2017,regular unleaded,AUTOMATIC,43765
Buick,Enclave,2017,regular unleaded,AUTOMATIC,49625
Buick,Encore,2015,regular unleaded,AUTOMATIC,29450
Buick,Encore,2015,regular unleaded,AUTOMATIC,27655
Buick,Encore,2015,regular unleaded,AUTOMATIC,25565
Buick,Encore,2015,regular unleaded,AUTOMATIC,29435
Buick,Encore,2015,regular unleaded,AUTOMATIC,27950
Buick,Encore,2015,regular unleaded,AUTOMATIC,24065
Buick,Encore,2015,regular unleaded,AUTOMATIC,26155
Buick,Encore,2015,regular unleaded,AUTOMATIC,30935
Buick,Encore,2016,regular unleaded,AUTOMATIC,31285
Buick,Encore,2016,regular unleaded,AUTOMATIC,25565
Buick,Encore,2016,regular unleaded,AUTOMATIC,28300
Buick,Encore,2016,regular unleaded,AUTOMATIC,29785
Buick,Encore,2016,regular unleaded,AUTOMATIC,28850
Buick,Encore,2016,regular unleaded,AUTOMATIC,24065
Buick,Encore,2016,regular unleaded,AUTOMATIC,27350
Buick,Encore,2016,regular unleaded,AUTOMATIC,29800
Buick,Encore,2016,regular unleaded,AUTOMATIC,26355
Buick,Encore,2016,regular unleaded,AUTOMATIC,27855
Buick,Encore,2017,regular unleaded,AUTOMATIC,31965
Buick,Encore,2017,regular unleaded,AUTOMATIC,26865
Buick,Encore,2017,regular unleaded,AUTOMATIC,30565
Buick,Encore,2017,regular unleaded,AUTOMATIC,25565
Buick,Encore,2017,regular unleaded,AUTOMATIC,27065
Buick,Encore,2017,regular unleaded,AUTOMATIC,28365
Buick,Encore,2017,regular unleaded,AUTOMATIC,30465
Buick,Encore,2017,regular unleaded,AUTOMATIC,24365
Buick,Encore,2017,regular unleaded,AUTOMATIC,25865
Buick,Encore,2017,regular unleaded,AUTOMATIC,29065
Mitsubishi,Endeavor,2008,premium unleaded (required),AUTOMATIC,29099
