Make,Model,Year,Engine Fuel Type,Engine HP,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Style,MSRP
Cadillac,Escalade EXT,2013,flex-fuel (premium unleaded recommended/E85),403,AUTOMATIC,all wheel drive,4,Crew Cab Pickup,69640
Cadillac,Escalade EXT,2013,flex-fuel (premium unleaded recommended/E85),403,AUTOMATIC,all wheel drive,4,Crew Cab Pickup,63060
Cadillac,Escalade EXT,2013,flex-fuel (premium unleaded recommended/E85),403,AUTOMATIC,all wheel drive,4,Crew Cab Pickup,67250
Cadillac,Escalade Hybrid,2011,regular unleaded,332,AUTOMATIC,four wheel drive,4,4dr SUV,88435
Cadillac,Escalade Hybrid,2011,regular unleaded,332,AUTOMATIC,four wheel drive,4,4dr SUV,76685
Cadillac,Escalade Hybrid,2011,regular unleaded,332,AUTOMATIC,rear wheel drive,4,4dr SUV,85935
Cadillac,Escalade Hybrid,2011,regular unleaded,332,AUTOMATIC,rear wheel drive,4,4dr SUV,74135
Cadillac,Escalade Hybrid,2012,regular unleaded,332,AUTOMATIC,four wheel drive,4,4dr SUV,76400
Cadillac,Escalade Hybrid,2012,regular unleaded,332,AUTOMATIC,rear wheel drive,4,4dr SUV,83295
Cadillac,Escalade Hybrid,2012,regular unleaded,332,AUTOMATIC,four wheel drive,4,4dr SUV,85845
Cadillac,Escalade Hybrid,2012,regular unleaded,332,AUTOMATIC,rear wheel drive,4,4dr SUV,73850
Cadillac,Escalade Hybrid,2013,regular unleaded,332,AUTOMATIC,rear wheel drive,4,4dr SUV,74425
Cadillac,Escalade Hybrid,2013,regular unleaded,332,AUTOMATIC,rear wheel drive,4,4dr SUV,83870
Cadillac,Escalade Hybrid,2013,regular unleaded,332,AUTOMATIC,four wheel drive,4,4dr SUV,76975
Cadillac,Escalade Hybrid,2013,regular unleaded,332,AUTOMATIC,four wheel drive,4,4dr SUV,86420
Cadillac,Fleetwood,1994,regular unleaded,260,AUTOMATIC,rear wheel drive,4,Sedan,2000
Cadillac,Fleetwood,1995,regular unleaded,260,AUTOMATIC,rear wheel drive,4,Sedan,2000
Cadillac,Fleetwood,1996,regular unleaded,260,AUTOMATIC,rear wheel drive,4,Sedan,2158
Cadillac,SRX,2014,regular unleaded,308,AUTOMATIC,all wheel drive,4,4dr SUV,48065
Cadillac,SRX,2014,regular unleaded,308,AUTOMATIC,all wheel drive,4,4dr SUV,50955
Cadillac,SRX,2014,regular unleaded,308,AUTOMATIC,front wheel drive,4,4dr SUV,42880
Cadillac,SRX,2014,regular unleaded,308,AUTOMATIC,front wheel drive,4,4dr SUV,48145
Cadillac,SRX,2014,regular unleaded,308,AUTOMATIC,front wheel drive,4,4dr SUV,37505
Cadillac,SRX,2014,regular unleaded,308,AUTOMATIC,all wheel drive,4,4dr SUV,45375
Cadillac,SRX,2014,regular unleaded,308,AUTOMATIC,front wheel drive,4,4dr SUV,45255
Cadillac,SRX,2015,regular unleaded,308,AUTOMATIC,front wheel drive,4,4dr SUV,48920
Cadillac,SRX,2015,regular unleaded,308,AUTOMATIC,all wheel drive,4,4dr SUV,48840
Cadillac,SRX,2015,regular unleaded,308,AUTOMATIC,front wheel drive,4,4dr SUV,46030
Cadillac,SRX,2015,regular unleaded,308,AUTOMATIC,all wheel drive,4,4dr SUV,51730
Cadillac,SRX,2015,regular unleaded,308,AUTOMATIC,front wheel drive,4,4dr SUV,43640
Cadillac,SRX,2015,regular unleaded,308,AUTOMATIC,all wheel drive,4,4dr SUV,46135
Cadillac,SRX,2015,regular unleaded,308,AUTOMATIC,front wheel drive,4,4dr SUV,37605
Cadillac,SRX,2016,regular unleaded,308,AUTOMATIC,front wheel drive,4,4dr SUV,37605
Cadillac,SRX,2016,regular unleaded,308,AUTOMATIC,all wheel drive,4,4dr SUV,48840
Cadillac,SRX,2016,regular unleaded,308,AUTOMATIC,all wheel drive,4,4dr SUV,51730
Cadillac,SRX,2016,regular unleaded,308,AUTOMATIC,front wheel drive,4,4dr SUV,48920
Cadillac,SRX,2016,regular unleaded,308,AUTOMATIC,all wheel drive,4,4dr SUV,46135
Cadillac,SRX,2016,regular unleaded,308,AUTOMATIC,front wheel drive,4,4dr SUV,43640
Cadillac,SRX,2016,regular unleaded,308,AUTOMATIC,front wheel drive,4,4dr SUV,46030
Cadillac,STS,2009,premium unleaded (required),320,AUTOMATIC,rear wheel drive,4,Sedan,56345
Cadillac,STS,2009,regular unleaded,302,AUTOMATIC,rear wheel drive,4,Sedan,46845
Cadillac,STS,2010,regular unleaded,302,AUTOMATIC,rear wheel drive,4,Sedan,55945
Cadillac,STS,2010,premium unleaded (recommended),320,AUTOMATIC,rear wheel drive,4,Sedan,68785
Cadillac,STS,2010,regular unleaded,302,AUTOMATIC,rear wheel drive,4,Sedan,50385
Cadillac,STS,2010,regular unleaded,302,AUTOMATIC,rear wheel drive,4,Sedan,46845
Cadillac,STS,2010,premium unleaded (recommended),320,AUTOMATIC,rear wheel drive,4,Sedan,56345
Cadillac,STS,2011,regular unleaded,302,AUTOMATIC,rear wheel drive,4,Sedan,47280
Cadillac,STS,2011,regular unleaded,302,AUTOMATIC,rear wheel drive,4,Sedan,50820
Cadillac,STS,2011,regular unleaded,302,AUTOMATIC,rear wheel drive,4,Sedan,56380
Cadillac,STS-V,2007,premium unleaded (required),469,AUTOMATIC,rear wheel drive,4,Sedan,75010
Cadillac,STS-V,2008,premium unleaded (required),469,AUTOMATIC,rear wheel drive,4,Sedan,78775
Cadillac,STS-V,2009,premium unleaded (required),469,AUTOMATIC,rear wheel drive,4,Sedan,81795
Cadillac,Seville,2002,regular unleaded,275,AUTOMATIC,front wheel drive,4,Sedan,44399
Cadillac,Seville,2002,regular unleaded,300,AUTOMATIC,front wheel drive,4,Sedan,49705
Cadillac,Seville,2003,regular unleaded,300,AUTOMATIC,front wheel drive,4,Sedan,51650
Cadillac,Seville,2003,regular unleaded,275,AUTOMATIC,front wheel drive,4,Sedan,45535
Cadillac,Seville,2004,regular unleaded,275,AUTOMATIC,front wheel drive,4,Sedan,45975
Cadillac,Sixty Special,1993,regular unleaded,200,AUTOMATIC,front wheel drive,4,Sedan,2000
Cadillac,XLR,2007,regular unleaded,320,AUTOMATIC,rear wheel drive,2,Convertible,80655
Cadillac,XLR,2007,regular unleaded,320,AUTOMATIC,rear wheel drive,2,Convertible,84160
Cadillac,XLR,2007,regular unleaded,320,AUTOMATIC,rear wheel drive,2,Convertible,78335
Cadillac,XLR,2008,regular unleaded,320,AUTOMATIC,rear wheel drive,2,Convertible,80650
Cadillac,XLR,2008,regular unleaded,320,AUTOMATIC,rear wheel drive,2,Convertible,81855
Cadillac,XLR,2008,regular unleaded,320,AUTOMATIC,rear wheel drive,2,Convertible,85650
Cadillac,XLR,2009,premium unleaded (recommended),320,AUTOMATIC,rear wheel drive,2,Convertible,86215
Cadillac,XLR-V,2007,premium unleaded (required),443,AUTOMATIC,rear wheel drive,2,Convertible,97460
Cadillac,XLR-V,2008,premium unleaded (required),443,AUTOMATIC,rear wheel drive,2,Convertible,99160
Cadillac,XLR-V,2008,premium unleaded (required),443,AUTOMATIC,rear wheel drive,2,Convertible,100660
Cadillac,XLR-V,2009,premium unleaded (required),443,AUTOMATIC,rear wheel drive,2,Convertible,104215
Cadillac,XT5,2017,premium unleaded (required),310,AUTOMATIC,all wheel drive,4,4dr SUV,62500
Cadillac,XT5,2017,premium unleaded (required),310,AUTOMATIC,front wheel drive,4,4dr SUV,51895
Cadillac,XT5,2017,premium unleaded (required),310,AUTOMATIC,front wheel drive,4,4dr SUV,38995
Cadillac,XT5,2017,premium unleaded (required),310,AUTOMATIC,all wheel drive,4,4dr SUV,47390
Cadillac,XT5,2017,premium unleaded (required),310,AUTOMATIC,front wheel drive,4,4dr SUV,44895
Cadillac,XT5,2017,premium unleaded (required),310,AUTOMATIC,all wheel drive,4,4dr SUV,54390
Cadillac,XTS,2015,regular unleaded,304,AUTOMATIC,all wheel drive,4,Sedan,64245
Cadillac,XTS,2015,regular unleaded,304,AUTOMATIC,front wheel drive,4,Sedan,44660
Cadillac,XTS,2015,regular unleaded,304,AUTOMATIC,front wheel drive,4,Sedan,54670
Cadillac,XTS,2015,premium unleaded (required),410,AUTOMATIC,all wheel drive,4,Sedan,62735
Cadillac,XTS,2015,regular unleaded,304,AUTOMATIC,all wheel drive,4,Sedan,56900
Cadillac,XTS,2015,regular unleaded,304,AUTOMATIC,all wheel drive,4,Sedan,51000
Cadillac,XTS,2015,regular unleaded,304,AUTOMATIC,front wheel drive,4,Sedan,49000
Cadillac,XTS,2015,premium unleaded (required),410,AUTOMATIC,all wheel drive,4,Sedan,69785
Cadillac,XTS,2015,regular unleaded,304,AUTOMATIC,front wheel drive,4,Sedan,62015
Cadillac,XTS,2016,regular unleaded,304,AUTOMATIC,front wheel drive,4,Sedan,45295
Cadillac,XTS,2016,regular unleaded,304,AUTOMATIC,front wheel drive,4,Sedan,49250
Cadillac,XTS,2016,regular unleaded,304,AUTOMATIC,front wheel drive,4,Sedan,55705
Cadillac,XTS,2016,regular unleaded,304,AUTOMATIC,all wheel drive,4,Sedan,66780
Cadillac,XTS,2016,premium unleaded (required),410,AUTOMATIC,all wheel drive,4,Sedan,72320
Cadillac,XTS,2016,regular unleaded,304,AUTOMATIC,all wheel drive,4,Sedan,51250
Cadillac,XTS,2016,premium unleaded (required),410,AUTOMATIC,all wheel drive,4,Sedan,63770
Cadillac,XTS,2016,regular unleaded,304,AUTOMATIC,front wheel drive,4,Sedan,64550
Cadillac,XTS,2016,regular unleaded,304,AUTOMATIC,all wheel drive,4,Sedan,57935
Cadillac,XTS,2017,regular unleaded,304,AUTOMATIC,front wheel drive,4,Sedan,45295
Cadillac,XTS,2017,regular unleaded,304,AUTOMATIC,all wheel drive,4,Sedan,66795
Cadillac,XTS,2017,regular unleaded,304,AUTOMATIC,front wheel drive,4,Sedan,49295
Cadillac,XTS,2017,regular unleaded,304,AUTOMATIC,all wheel drive,4,Sedan,57995
Cadillac,XTS,2017,regular unleaded,304,AUTOMATIC,all wheel drive,4,Sedan,51295
Cadillac,XTS,2017,premium unleaded (required),410,AUTOMATIC,all wheel drive,4,Sedan,63795
Cadillac,XTS,2017,premium unleaded (required),410,AUTOMATIC,all wheel drive,4,Sedan,72395
Cadillac,XTS,2017,regular unleaded,304,AUTOMATIC,front wheel drive,4,Sedan,64595
Cadillac,XTS,2017,regular unleaded,304,AUTOMATIC,front wheel drive,4,Sedan,55795
Chevrolet,Astro,2003,regular unleaded,190,AUTOMATIC,all wheel drive,3,Passenger Minivan,25690
Chevrolet,Astro,2003,regular unleaded,190,AUTOMATIC,rear wheel drive,3,Passenger Minivan,23690
Chevrolet,Astro,2004,regular unleaded,190,AUTOMATIC,all wheel drive,3,Passenger Minivan,26195
Chevrolet,Astro,2004,regular unleaded,190,AUTOMATIC,rear wheel drive,3,Passenger Minivan,24195
Chevrolet,Astro,2005,regular unleaded,190,AUTOMATIC,rear wheel drive,3,Passenger Minivan,24430
Chevrolet,Astro,2005,regular unleaded,190,AUTOMATIC,all wheel drive,3,Passenger Minivan,26430
Chevrolet,Astro Cargo,2003,regular unleaded,190,AUTOMATIC,rear wheel drive,3,Cargo Minivan,22050
Chevrolet,Astro Cargo,2003,regular unleaded,190,AUTOMATIC,all wheel drive,3,Cargo Minivan,24450
Chevrolet,Astro Cargo,2004,regular unleaded,190,AUTOMATIC,all wheel drive,3,Cargo Minivan,25195
Chevrolet,Astro Cargo,2004,regular unleaded,190,AUTOMATIC,rear wheel drive,3,Cargo Minivan,22695
Chevrolet,Astro Cargo,2005,regular unleaded,190,AUTOMATIC,rear wheel drive,3,Cargo Minivan,22930
Chevrolet,Astro Cargo,2005,regular unleaded,190,AUTOMATIC,all wheel drive,3,Cargo Minivan,25430
Chevrolet,Avalanche,2010,flex-fuel (unleaded/E85),320,AUTOMATIC,rear wheel drive,4,Crew Cab Pickup,45815
Chevrolet,Avalanche,2010,flex-fuel (unleaded/E85),320,AUTOMATIC,rear wheel drive,4,Crew Cab Pickup,35725
Chevrolet,Avalanche,2010,flex-fuel (unleaded/E85),320,AUTOMATIC,rear wheel drive,4,Crew Cab Pickup,38830
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,AUTOMATIC,rear wheel drive,4,Crew Cab Pickup,39405
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,AUTOMATIC,rear wheel drive,4,Crew Cab Pickup,46195
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,AUTOMATIC,four wheel drive,4,Crew Cab Pickup,39350
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,AUTOMATIC,four wheel drive,4,Crew Cab Pickup,49500
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,AUTOMATIC,four wheel drive,4,Crew Cab Pickup,42455
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,AUTOMATIC,rear wheel drive,4,Crew Cab Pickup,36300
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,AUTOMATIC,rear wheel drive,4,Crew Cab Pickup,40195
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,AUTOMATIC,four wheel drive,4,Crew Cab Pickup,43245
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,AUTOMATIC,rear wheel drive,4,Crew Cab Pickup,47000
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,AUTOMATIC,four wheel drive,4,Crew Cab Pickup,39850
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,AUTOMATIC,rear wheel drive,4,Crew Cab Pickup,36800
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,AUTOMATIC,four wheel drive,4,Crew Cab Pickup,50305
Chevrolet,Aveo,2009,regular unleaded,107,MANUAL,front wheel drive,4,4dr Hatchback,11965
Chevrolet,Aveo,2009,regular unleaded,107,MANUAL,front wheel drive,4,Sedan,15365
Chevrolet,Aveo,2009,regular unleaded,107,MANUAL,front wheel drive,4,4dr Hatchback,14100
Chevrolet,Aveo,2009,regular unleaded,107,MANUAL,front wheel drive,4,Sedan,11965
Chevrolet,Aveo,2009,regular unleaded,107,MANUAL,front wheel drive,4,Sedan,14100
Chevrolet,Aveo,2009,regular unleaded,107,MANUAL,front wheel drive,4,4dr Hatchback,15365
Chevrolet,Aveo,2010,regular unleaded,108,MANUAL,front wheel drive,4,4dr Hatchback,15365
Chevrolet,Aveo,2010,regular unleaded,108,MANUAL,front wheel drive,4,Sedan,11965
Chevrolet,Aveo,2010,regular unleaded,108,MANUAL,front wheel drive,4,Sedan,14100
Chevrolet,Aveo,2010,regular unleaded,108,MANUAL,front wheel drive,4,4dr Hatchback,12115
Chevrolet,Aveo,2010,regular unleaded,108,MANUAL,front wheel drive,4,Sedan,15365
Chevrolet,Aveo,2010,regular unleaded,108,MANUAL,front wheel drive,4,4dr Hatchback,14250
Chevrolet,Aveo,2011,regular unleaded,108,MANUAL,front wheel drive,4,4dr Hatchback,15365
Chevrolet,Aveo,2011,regular unleaded,108,MANUAL,front wheel drive,4,4dr Hatchback,12115
Chevrolet,Aveo,2011,regular unleaded,108,MANUAL,front wheel drive,4,Sedan,11965
Chevrolet,Aveo,2011,regular unleaded,108,MANUAL,front wheel drive,4,4dr Hatchback,14250
Chevrolet,Aveo,2011,regular unleaded,108,MANUAL,front wheel drive,4,Sedan,15365
Chevrolet,Aveo,2011,regular unleaded,108,MANUAL,front wheel drive,4,Sedan,14100
Chevrolet,Beretta,1994,regular unleaded,170,MANUAL,front wheel drive,2,Coupe,2000
Chevrolet,Beretta,1994,regular unleaded,120,MANUAL,front wheel drive,2,Coupe,2000
Chevrolet,Beretta,1995,regular unleaded,120,MANUAL,front wheel drive,2,Coupe,2000
Chevrolet,Beretta,1995,regular unleaded,160,AUTOMATIC,front wheel drive,2,Coupe,2000
Chevrolet,Beretta,1996,regular unleaded,120,MANUAL,front wheel drive,2,Coupe,2000
Chevrolet,Beretta,1996,regular unleaded,155,AUTOMATIC,front wheel drive,2,Coupe,2000
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,AUTOMATIC,four wheel drive,4,Crew Cab Pickup,39030
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,AUTOMATIC,four wheel drive,4,Crew Cab Pickup,41675
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,AUTOMATIC,rear wheel drive,4,Crew Cab Pickup,44580
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,AUTOMATIC,rear wheel drive,4,Crew Cab Pickup,38625
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,AUTOMATIC,four wheel drive,4,Crew Cab Pickup,47885
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,AUTOMATIC,rear wheel drive,4,Crew Cab Pickup,35980
Chevrolet,Blazer,2003,regular unleaded,190,MANUAL,rear wheel drive,2,2dr SUV,20745
Chevrolet,Blazer,2003,regular unleaded,190,MANUAL,four wheel drive,2,2dr SUV,23745
Chevrolet,Blazer,2003,regular unleaded,190,AUTOMATIC,rear wheel drive,4,4dr SUV,24695
Chevrolet,Blazer,2003,regular unleaded,190,AUTOMATIC,four wheel drive,4,4dr SUV,26695
Chevrolet,Blazer,2003,regular unleaded,190,MANUAL,rear wheel drive,2,2dr SUV,22845
Chevrolet,Blazer,2004,regular unleaded,190,AUTOMATIC,rear wheel drive,4,4dr SUV,25230
Chevrolet,Blazer,2004,regular unleaded,190,AUTOMATIC,four wheel drive,4,4dr SUV,27230
Chevrolet,Blazer,2004,regular unleaded,190,MANUAL,four wheel drive,2,2dr SUV,24055
Chevrolet,Blazer,2004,regular unleaded,190,MANUAL,rear wheel drive,2,2dr SUV,23255
Chevrolet,Blazer,2004,regular unleaded,190,MANUAL,rear wheel drive,2,2dr SUV,21055
Chevrolet,Blazer,2005,regular unleaded,190,MANUAL,four wheel drive,2,2dr SUV,24305
Chevrolet,Blazer,2005,regular unleaded,190,MANUAL,rear wheel drive,2,2dr SUV,21305
Chevrolet,Blazer,2005,regular unleaded,190,AUTOMATIC,rear wheel drive,4,4dr SUV,25480
Chevrolet,Blazer,2005,regular unleaded,190,AUTOMATIC,four wheel drive,4,4dr SUV,27480
Chevrolet,Bolt EV,2017,electric,200,DIRECT_DRIVE,front wheel drive,4,4dr Hatchback,40905
Chevrolet,Bolt EV,2017,electric,200,DIRECT_DRIVE,front wheel drive,4,4dr Hatchback,36620
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,four wheel drive,2,Regular Cab Pickup,2949
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,four wheel drive,2,Regular Cab Pickup,2992
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,rear wheel drive,2,Regular Cab Pickup,2529
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,four wheel drive,2,Regular Cab Pickup,2580
Chevrolet,C/K 1500 Series,1997,regular unleaded,230,MANUAL,rear wheel drive,2,Extended Cab Pickup,2668
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,four wheel drive,2,Regular Cab Pickup,2583
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,rear wheel drive,2,Extended Cab Pickup,2637
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,rear wheel drive,2,Extended Cab Pickup,2517
Chevrolet,C/K 1500 Series,1997,regular unleaded,230,MANUAL,four wheel drive,2,Extended Cab Pickup,3046
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,rear wheel drive,2,Regular Cab Pickup,2265
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,four wheel drive,2,Extended Cab Pickup,3046
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,rear wheel drive,2,Extended Cab Pickup,2896
Chevrolet,C/K 1500 Series,1997,regular unleaded,230,MANUAL,rear wheel drive,2,Extended Cab Pickup,2891
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,rear wheel drive,2,Extended Cab Pickup,2713
Chevrolet,C/K 1500 Series,1997,regular unleaded,230,MANUAL,four wheel drive,2,Extended Cab Pickup,3120
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,four wheel drive,2,Regular Cab Pickup,2653
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,four wheel drive,2,Regular Cab Pickup,2541
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,rear wheel drive,2,Regular Cab Pickup,2486
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,rear wheel drive,2,Regular Cab Pickup,2268
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,rear wheel drive,2,Regular Cab Pickup,2207
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,four wheel drive,2,Extended Cab Pickup,2925
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,rear wheel drive,2,Regular Cab Pickup,2242
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,rear wheel drive,2,Regular Cab Pickup,2554
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,four wheel drive,2,Extended Cab Pickup,3088
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,four wheel drive,2,Regular Cab Pickup,2749
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,four wheel drive,2,Extended Cab Pickup,3220
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,four wheel drive,2,Regular Cab Pickup,2996
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,rear wheel drive,2,Regular Cab Pickup,2366
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,four wheel drive,2,Extended Cab Pickup,3265
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,MANUAL,four wheel drive,2,Extended Cab Pickup,3676
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,four wheel drive,2,Extended Cab Pickup,3427
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,MANUAL,four wheel drive,2,Extended Cab Pickup,3470
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,rear wheel drive,2,Regular Cab Pickup,2898
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,four wheel drive,2,Regular Cab Pickup,2920
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,rear wheel drive,2,Regular Cab Pickup,2580
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,MANUAL,rear wheel drive,2,Extended Cab Pickup,3357
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,rear wheel drive,2,Extended Cab Pickup,2996
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,four wheel drive,2,Regular Cab Pickup,2883
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,rear wheel drive,2,Extended Cab Pickup,3094
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,rear wheel drive,2,Regular Cab Pickup,2885
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,MANUAL,four wheel drive,2,Extended Cab Pickup,3419
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,rear wheel drive,2,Regular Cab Pickup,2668
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,four wheel drive,2,Regular Cab Pickup,2789
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,four wheel drive,2,Regular Cab Pickup,3321
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,MANUAL,rear wheel drive,2,Extended Cab Pickup,3342
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,four wheel drive,2,Regular Cab Pickup,3025
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,rear wheel drive,2,Regular Cab Pickup,2653
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,rear wheel drive,2,Extended Cab Pickup,2740
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,rear wheel drive,2,Regular Cab Pickup,2639
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,four wheel drive,2,Regular Cab Pickup,3067
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,rear wheel drive,2,Regular Cab Pickup,2817
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,four wheel drive,2,Regular Cab Pickup,3350
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,four wheel drive,2,Regular Cab Pickup,3282
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,rear wheel drive,2,Regular Cab Pickup,2430
Chevrolet,C/K 1500 Series,1999,regular unleaded,230,AUTOMATIC,rear wheel drive,3,Extended Cab Pickup,3696
Chevrolet,C/K 1500 Series,1999,regular unleaded,230,AUTOMATIC,four wheel drive,3,Extended Cab Pickup,4098
Chevrolet,C/K 2500 Series,1998,regular unleaded,230,MANUAL,rear wheel drive,2,Regular Cab Pickup,2949
Chevrolet,C/K 2500 Series,1998,regular unleaded,230,MANUAL,rear wheel drive,2,Extended Cab Pickup,3345
Chevrolet,C/K 2500 Series,1998,regular unleaded,230,MANUAL,rear wheel drive,2,Extended Cab Pickup,3034
Chevrolet,C/K 2500 Series,1998,regular unleaded,230,MANUAL,rear wheel drive,2,Regular Cab Pickup,2697
Chevrolet,C/K 2500 Series,1998,regular unleaded,255,MANUAL,rear wheel drive,2,Extended Cab Pickup,3360
Chevrolet,C/K 2500 Series,1998,regular unleaded,255,MANUAL,rear wheel drive,2,Extended Cab Pickup,3068
Chevrolet,C/K 2500 Series,1998,regular unleaded,255,MANUAL,rear wheel drive,2,Regular Cab Pickup,3090
Chevrolet,C/K 2500 Series,1998,regular unleaded,255,MANUAL,rear wheel drive,2,Regular Cab Pickup,2847
Chevrolet,Camaro,2015,regular unleaded,323,MANUAL,rear wheel drive,2,Coupe,29205
Chevrolet,Camaro,2015,regular unleaded,323,MANUAL,rear wheel drive,2,Convertible,31205
Chevrolet,Camaro,2015,premium unleaded (required),580,MANUAL,rear wheel drive,2,Coupe,55505
Chevrolet,Camaro,2015,premium unleaded (recommended),426,MANUAL,rear wheel drive,2,Convertible,42405
Chevrolet,Camaro,2015,premium unleaded (recommended),426,MANUAL,rear wheel drive,2,Convertible,39505
Chevrolet,Camaro,2015,premium unleaded (recommended),426,MANUAL,rear wheel drive,2,Coupe,33505
Chevrolet,Camaro,2015,premium unleaded (recommended),426,MANUAL,rear wheel drive,2,Coupe,37305
Chevrolet,Camaro,2015,regular unleaded,323,MANUAL,rear wheel drive,2,Coupe,26005
Chevrolet,Camaro,2015,regular unleaded,323,MANUAL,rear wheel drive,2,Convertible,35105
Chevrolet,Camaro,2015,premium unleaded (required),505,MANUAL,rear wheel drive,2,Coupe,72305
Chevrolet,Camaro,2015,regular unleaded,323,MANUAL,rear wheel drive,2,Coupe,23705
Chevrolet,Camaro,2015,regular unleaded,323,AUTOMATIC,rear wheel drive,2,Coupe,25145
Chevrolet,Camaro,2015,premium unleaded (required),580,MANUAL,rear wheel drive,2,Convertible,60705
Chevrolet,Camaro,2016,premium unleaded (recommended),455,MANUAL,rear wheel drive,2,Convertible,48300
Chevrolet,Camaro,2016,premium unleaded (recommended),275,MANUAL,rear wheel drive,2,Convertible,36800
Chevrolet,Camaro,2016,premium unleaded (recommended),455,MANUAL,rear wheel drive,2,Coupe,41300
Chevrolet,Camaro,2016,premium unleaded (recommended),275,MANUAL,rear wheel drive,2,Convertible,32700
